nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,pk_localizacao
RUA CINCO LOT ALAMEDA PAULISTA,36,53422000,MARANGUAPE II,PAULISTA,PE,12836
AVENIDA LUIZ BARBOSA,315,55870000,MOCOS,TIMBAUBA,PE,12837
RUA CAPITAO JOSE GOMES,115,13730060,CENTRO,MOCOCA,SP,12839
EXATOR DIST PINTOS NEGREIROS,SN,37517000,PINTOS NEGREIROS,MARIA DA FE,MG,12841
AVENIDA SANTANA,278,23880000,ITACURUCA,MANGARATIBA,RJ,12843
AVENIDA DOUTOR ARMANDO SALES DE OLIVEIRA,689,18060370,VILA TRUJILLO,SOROCABA,SP,12845
AVENIDA MARECHAL FIUZA DE CASTRO,672,08210040,SAO DOMINGOS,SAO PAULO,SP,12847
RUA MONS MANOEL FCO ROSA,662,13405190,CENTRO,PIRACICABA,SP,12849
RUA CORNELIO PEREIRA LIMA,20,35450000,PRAIA,ITABIRITO,MG,12851
ESTRADA DA MAROMBA,SN,27580000,MARINGA,ITATIAIA,RJ,12852
RUA ALFERES POLI,1935,80230090,CENTRO,CURITIBA,PR,12854
RUA CORONEL RANDOLFO SIMOES,381,35700102,BOA VISTA,SETE LAGOAS,MG,12856
ESTRADA DA BARRA DE GUARATIBA,9619,23020240,CAMPO GRANDE,RIO DE JANEIRO,RJ,12858
RUA MARECHAL FLORIANO PEIXOTO,72,91220580,CENTRO,PORTO ALEGRE,RS,12860
RODOVIA BANDEIRANTES,830,13211510,CHACARA MALOTA,JUNDIAI,SP,12862
RUA AVELINO GINJO,7,05108050,JARDIM MARISA,SAO PAULO,SP,12864
RUA CABRAL,201,90420120,RIO BRANCO,PORTO ALEGRE,RS,12865
AVENIDA FERROVIARIOS,499,28630010,CONSELHEIRO PAULINO,NOVA FRIBURGO,RJ,12866
RUA TOME DE SOUZA,506,30140130,FUNCIONARIOS,BELO HORIZONTE,MG,12868
RUA BAGE,230,04012907,VILA MARIANA,SAO PAULO,SP,12870
RUA LIMITES,832,21715150,REALENGO,RIO DE JANEIRO,RJ,12871
AVENIDA PORTUGAL,205,14801075,CENTRO,ARARAQUARA,SP,12873
RUA SAFIRA,455,01532010,ACLIMACAO,SAO PAULO,SP,12874
RUA ANDRELINO JOSE PEDROSO,77,18044580,JARDIM BERMEJO,SOROCABA,SP,12876
RUA DOS MARCENEIROS,52,08470420,CIDADE TIRADENTES,SAO PAULO,SP,12877
AVENIDA ELIAS CRUVINEL,1173,38070100,BOA VISTA,UBERABA,MG,12878
ESPLANADA DOS MINISTERIOS,,70310500,EIXO MONUMENTAL,BRASILIA,DF,12880
RUA MANOEL ABRAAO DE SOUSA,29,65770000,CENTRO,GOVERNADOR ARCHER,MA,12881
RUA MINERVINA ROSA,132,12570000,VILA MARIA,APARECIDA,SP,12882
RUA GENERAL SIQUEIRA,235,49360000,CENTRO,BOQUIM,SE,12883
RUA GALILEU PASQUINELLI,1100,18075610,JARDIM BRASILANDIA,SOROCABA,SP,12885
PRACA XV DE NOVEMBRO,34,20010010,CENTRO,RIO DE JANEIRO,RJ,12887
RUA JOSE BONIFACIO,745,13630010,CENTRO,PIRASSUNUNGA,SP,12888
ESTRADA MUNICIPAL BAIRRO CORREGO SECO,,16265000,CORREGO SECO,BREJO ALEGRE,SP,12889
AVENIDA DOM LINO,1294,62900970,CENTRO,RUSSAS,CE,12890
RUA ALICE BUMACHAR NEFFA,430,29090290,JARDIM CAMBURI,VITORIA,ES,12891
RUA 1,,75690000,ESTANCIA ITAICI II,CALDAS NOVAS,GO,12892
ESTRADA PARA O BAIRRO MACAUBA,SN,14940000,MACAUBA,IBITINGA,SP,12893
FAZENDA LAGEADO,SN,14790000,ZONA RURAL,GUAIRA,SP,12894
ESTRADA MUNICIPAL,,16220000,BARREIRO,GABRIEL MONTEIRO,SP,12896
RUA JK,246,14150000,JARDIM BELA VISTA,SERRANA,SP,12898
RODOVIA BR 230,,68507765,NOVA MARABA,MARABA,PA,12900
RUA 19 DE DEZEMBRO,23,86460000,CENTRO,ABATIA,PR,12901
FAZENDA DA PAZ,SN,36160000,ZONA RURAL,GUARANI,MG,12903
RUA CLEMENTE DIAS,125,39818000,CENTRO,PADRE PARAISO,MG,12905
AVENIDA ALFREDO IGNACIO NOGUEIRA PENIDO,335,12246000,PARQUE RESIDENCIAL AQUARIUS,SAO JOSE DOS CAMPOS,SP,12907
LINH LINHA SAO FRANCISCO,SN,98995000,CENTRO,PORTO XAVIER,RS,12908
RUA AQUARIO,118,06515085,PARQUE SANTANA,SANTANA DE PARNAIBA,SP,12909
AVENIDA MARECHAL DEODORO DA FONSECA,1188,89251700,CENTRO,JARAGUA DO SUL,SC,12910
RUA PAU BRASIL,26,45810000,PARQUE ECOLOGICO VILA VALDETE,PORTO SEGURO,BA,12911
AVENIDA LUIS EDUARDO TOLEDO PRADO,900,14027250,VILA DO GOLF,RIBEIRAO PRETO,SP,12912
RUA SETE DE SETEMBRO,11,18195000,CENTRO,CAPELA DO ALTO,SP,12913
AVENIDA TOMAS LOPES DE CAMARGO,178,08191230,JARDIM ROMANO,SAO PAULO,SP,12915
RUA NOVE DE JULHO,530,18300385,CENTRO,CAPAO BONITO,SP,12916
RUA BRUNO MANZI,58,18520000,NOSSO TETO,CERQUILHO,SP,12917
RUA PRESIDENTE VARGAS,3191,95940000,SAO CAETANO,ARROIO DO MEIO,RS,12919
AVENIDA CONSTANTINO NERY,2237,69050001,CHAPADA,MANAUS,AM,12921
RUA ANTENOR DOS S GALANTE,SN,29330000,MARATAIZES,ITAPEMIRIM,ES,12923
RUA DOUTOR MIGUEL LIMA VERDE,555,63100060,CENTRO,CRATO,CE,12924
RUA DO LIVRAMENTO,783,37925000,CENTRO,PIUMHI,MG,12925
AVENIDA SANTO AMARO,765,04505000,VILA N CONCEICAO,SAO PAULO,SP,12927
AVENIDA DECIO CASTELO BRANCO,596,47200000,CENTRO,REMANSO,BA,12929
RUA DOIS,135,11711160,JARDIM PRINCESA II,PRAIA GRANDE,SP,12931
AVENIDA SANTOS DUMONT,SN,77870000,CENTRO,BABACULANDIA,TO,12932
RUA SAO JOAO,,88420000,CENTRO,AGROLANDIA,SC,12934
RUA CORONEL DOMINGOS MONTEIRO DE RESENDE,20,37190000,CENTRO,TRES PONTAS,MG,12935
RUA MARIA MARTA JUNQUEIRA,610,14409221,PARQUE DOM PEDRO I,FRANCA,SP,12936
RUA JOAQUIM BARBOSA DE CASTRO,22,36710000,CENTRO,ARGIRITA,MG,12937
RUA CARLOS DOS SANTOS,1391,02234001,JARDIM BRASILIA,SAO PAULO,SP,12939
QUADRA 403,,72600100,RECANTO DAS EMAS,BRASILIA,DF,12941
RUA 30,2449,14783215,FORTALEZA,BARRETOS,SP,12943
RUA JERONIMO DE LEMOS,123,20560090,VILA ISABEL,RIO DE JANEIRO,RJ,12944
VILA RINCAO DA CHACARA,SN,97870000,INTERIOR,SANTO ANTONIO DAS MISSOES,RS,12945
AVENIDA PERNAMBUCO,634,90240000,NAVEGANTES,PORTO ALEGRE,RS,12946
RUA TIRADENTES,SN,48400000,PEDRO TIBURCIO,RIBEIRA DO POMBAL,BA,12947
RUA IRMA TEOFANA,609,88730000,CENTRO,SAO LUDGERO,SC,12948
RUA ALBANO SCHMIDT,3400,89206001,BOA VISTA,JOINVILLE,SC,12950
RUA ANTONIO VARGAS,264,96165000,,CAPAO DO LEAO,RS,12952
RUA LUIZ ALVES PEREIRA,797,96085210,AREAL,PELOTAS,RS,12954
RODOVIA JORGE LACERDA,SN,89110000,BELA VISTA,GASPAR,SC,12955
RUA MARIO SICCA,SN,96700000,PASSO DA CRUZ,SAO JERONIMO,RS,12956
AVENIDA LEBON REGIS,1057,89580000,CENTRO,FRAIBURGO,SC,12958
TRECHO JOAO CRUVINEL,45,37800000,CENTRO,GUAXUPE,MG,12960
RODOVIA BR 40,SN,36400000,SAO DIMAS,CONSELHEIRO LAFAIETE,MG,12961
FAZENDA SANTA TEREZINHA,SN,78690000,ZONA RURAL,NOVA XAVANTINA,MT,12963
RUA GRACIOSA,1423,89207300,GUANABARA,JOINVILLE,SC,12965
ALAMEDA DINO BUENO,493,01217000,CAMPOS ELISEOS,SAO PAULO,SP,12966
AVENIDA PASSOS,115,20051040,CENTRO,RIO DE JANEIRO,RJ,12968
RUA QUINCAS VIEIRA,1272,19015220,VILA DUBUS,PRESIDENTE PRUDENTE,SP,12969
RUA RABELO DE FREITAS,10,07000000,JARDIM VILA GALVAO,GUARULHOS,SP,12971
RUA JULIO PRESTES,503,18206420,CENTRO,ITAPETININGA,SP,12972
RUA CALIFORNIA,1176,04566062,CIDADE MONCOES,SAO PAULO,SP,12974
RUA NOSSA SENHORA DAS DORES,238,03367040,VILA FORMOSA,SAO PAULO,SP,12975
RODOVIA BR 101,SN,28860000,PRIMEIRO DISTRITO,CASIMIRO DE ABREU,RJ,12976
RUA LUZITANA,170,13015120,CENTRO,CAMPINAS,SP,12978
RUA CORIOLANO DURAND,583,04375050,VILA SANTA CATARINA,SAO PAULO,SP,12980
RUA FRANCISCO MARQUES,269,14400902,VILA NOVA,FRANCA,SP,12982
AVENIDA ALCINDO CACELA,995,66060000,UMARIZAL,BELEM,PA,12984
RUA RIACHUELO,241,20230011,CENTRO,RIO DE JANEIRO,RJ,12985
AVENIDA GAL OSORIO,295,18017013,VILA TRUJILLO,SOROCABA,SP,12987
RUA RUI BARBOSA,456E,89801040,CENTRO,CHAPECO,SC,12988
RUA DO MERCADO,51,20010120,CENTRO,RIO DE JANEIRO,RJ,12990
RUA SANTA ROSA,SN,65380000,ALTO DOS PRAXEDES,BOM JARDIM,MA,12991
RUA LUIZGONZAGA VENEZIANI,47,12210000,VILANOVA SAO JOSE,SAO JOSE DOS CAMPOS,SP,12992
ESTRADA DO AMBAI,SN,26210000,AMBAI,NOVA IGUACU,RJ,12994
RUA CONSELHEIRO MOURA,52,48010030,CENTRO,ALAGOINHAS,BA,12995
PRACA GAUCHA,158,04247020,SACOMA,SAO PAULO,SP,12996
AVENIDA JOAO GOMES LUCENA,2783,56912225,BOMBA,SERRA TALHADA,PE,12997
SIAS TR,7,71208900,GUARA,BRASILIA,DF,12998
RUA ALVIR RIESEMBERG,317,84600000,SAO CRISTOVAO,UNIAO DA VITORIA,PR,12999
AVENIDA VINTE DE JANEIRO,251,51130120,BOA VIAGEM,RECIFE,PE,13001
RUA ANGELICA,769,13187164,JARDIM SAO SEBASTIAO,HORTOLANDIA,SP,13002
RUA SENADOR ANTONIO LEMOS,752,68740010,CENTRO,CASTANHAL,PA,13003
RUA MIGUEL VITORINO OLIVEIRA,148,58275000,CENTRO,ITAPOROROCA,PB,13004
AVENIDA ITAJOBI,738A,07787115,JORDANESIA,CAJAMAR,SP,13006
RUA ALAGOAS,896,30130160,FUNCIONARIOS,BELO HORIZONTE,MG,13007
RUA ANTONIO BITTENCOURT,81,88331090,PIONEIROS,BALNEARIO CAMBORIU,SC,13008
AVENIDA NOROESTE,55,79009760,AMAMBAI,CAMPO GRANDE,MS,13009
QUADRA 1,,64057400,PLANALTO,TERESINA,PI,13010
RUA AFONSO TERRA,961,21520010,PAVUNA,RIO DE JANEIRO,RJ,13011
AVENIDA PRESIDENTE VARGAS,269,29770000,CENTRO,MANTENOPOLIS,ES,13013
AVENIDA GETULIO VARGAS,744,85570000,CENTRO,SAO JOAO,PR,13014
RUA ZEPHILO GRIZONI,6,17064290,CIDADE JARDIM,BAURU,SP,13015
RUA 2,,75250000,VILA BOM SUCESSO,SENADOR CANEDO,GO,13016
RUA MARECHAL TEIXEIRA LOTT,12,40450710,URUGUAI,SALVADOR,BA,13017
RUA DOM PEDRO II,1341,65916280,BACURI,IMPERATRIZ,MA,13019
RUA LUIS REIS,40,21645350,ANCHIETA,RIO DE JANEIRO,RJ,13020
SITIO ERNESTO,SN,13960000,MORAES,SOCORRO,SP,13022
RUA JOAQUIM FLORIANO,72,04534000,ITAIM BIBI,SAO PAULO,SP,13024
RUA MARIA ANGELA LEANDRE BORGHI,325,15823000,COHAB,ELISIARIO,SP,13025
RUA DELFINO DE MATTOS,1371,79750000,VILA OPERARIA,NOVA ANDRADINA,MS,13026
RUA GERALDOMARQUES DA SILVA,SN,56160000,CENTRO,GRANITO,PE,13027
ESTRADA DA PEDRA FERRADA,80,44044430,ASA BRANCA,FEIRA DE SANTANA,BA,13028
RUA JAPAO,525,06502345,JARDIM SAO LUIS,SANTANA DE PARNAIBA,SP,13029
RUA ARAL MOREIRA,272,79890000,CENTRO,ITAPORA,MS,13030
RODOVIA RJ 186,,28455000,DISTRITO INDUSTRIAL,SAO JOSE DE UBA,RJ,13031
RUA SOROCABA,293,07132340,JARDIM BELA VISTA,GUARULHOS,SP,13032
CHACARA PADRE DE CEDRO,SN,15440000,INGAS OU PITANGUEIRAS,NOVA GRANADA,SP,13034
RUA FRANCISCO MATEUS,144,04177345,JARDIM YARA,SAO PAULO,SP,13035
AVENIDA VICTORIO FORNAZARO,23,06397000,VILA SUL AMERICANA,CARAPICUIBA,SP,13036
FAZENDA CHUPADOURO,SN,58385000,,SERRA REDONDA,PB,13038
CHACARA BETEL,SN,18540000,XIRIRICA,PORTO FELIZ,SP,13039
FAZENDA RECANTO,SN,16340000,GUAPORANGA,LUIZIANIA,SP,13041
RUA 36,16,78058266,CPA 3,CUIABA,MT,13042
AVENIDA GETULIO VARGAS,921,38640000,CASA,RIACHINHO,MG,13043
RUA ALAGOAS,30,86610000,CENTRO,JAGUAPITA,PR,13044
AVENIDA FRANCISCO FERREIRA LOPES,2336,08745000,VILA JUNDIAI,MOGI DAS CRUZES,SP,13045
RUA LUCIANO AMORIM,18,40435360,MASSARANDUBA,SALVADOR,BA,13047
RUA ITAIU,139,26113411,BAIRRO DAS GRACAS,BELFORD ROXO,RJ,13048
AVENIDA MOTA E SILVA,1154,65935000,CENTRO,SENADOR LA ROQUE,MA,13049
RUA PONTA GROSSA,2040,85601600,CENTRO,FRANCISCO BELTRAO,PR,13050
PROFESSOR ARTUR PEREIRA DE OLIVEIRA,SN,48060110,THOMPSON FLORES,ALAGOINHAS,BA,13051
AVENIDA DOS FLAMBOYANTS,SN,74855340,PARQUE DAS LARANJEIRAS,GOIANIA,GO,13053
RUA CORONEL SPINOLA DE CASTRO,2735,15015500,CENTRO,SAO JOSE DO RIO PRETO,SP,13055
RUA MIRAPALHETE,1282,96230000,CENTRO,SANTA VITORIA DO PALMAR,RS,13056
RUA CAMPO GRANDE,530,35164272,CARAVELAS,IPATINGA,MG,13058
RUA ANA SOARES BARCELOS,83,07031070,VILA VENDITTI,GUARULHOS,SP,13059
LOTEAMENTO ESPACO ALPHA,SN,42802590,LIMOEIRO,CAMACARI,BA,13061
ESTRADA DO PEDREGULHO,71,12311220,PARQUE CALIFORNIA,JACAREI,SP,13063
RUA JOAO VOLTARELLI,16,86820000,CENTRO,CALIFORNIA,PR,13065
RUA RAMIRO BARCELOS,736,96225970,CENTRO,SAO JOSE DO NORTE,RS,13066
RUA GOIAS,1287,18700140,CENTRO,AVARE,SP,13068
AVENIDA PAULISTA,2001,01311300,CERQUEIRA CESAR,SAO PAULO,SP,13069
RUA DOUTOR CORREA COELHO,715,80210350,JARDIM BOTANICO,CURITIBA,PR,13070
LARGO DO SANTO ANTONIO,SN,49200000,CENTRO,ESTANCIA,SE,13072
RUA MARQUES DE LAGES,1532,04162001,VILA DAS MERCES,SAO PAULO,SP,13074
AVENIDA MARANHAO,1802,87200246,ZONA 7,CIANORTE,PR,13076
RUA 14,151,74120100,SETOR OESTE,GOIANIA,GO,13077
RUA ROUSSELS,684,38402177,MINAS GERAIS,UBERLANDIA,MG,13078
AVENIDA MARECHAL RONDON,902,78700075,CENTRO,RONDONOPOLIS,MT,13079
RUA SETECENTOS E VINTE E SEIS,20,30627120,VITORIA,BELO HORIZONTE,MG,13080
RODOVIA BR 304,SN,62800000,DISTRITO INDUSTRIAL,ARACATI,CE,13081
RUA MONSENHOR JOAO ALEXANDRE,1160,34800000,BONSUCESSO,CAETE,MG,13082
RUA OLEGARIO MACIEL,136,37860000,CENTRO,NOVA RESENDE,MG,13083
RUA TANIBUCA,14,04691010,VILA GEA,SAO PAULO,SP,13085
RUA MOACYR RAZL,60,18017189,GRANJA OLGA I,SOROCABA,SP,13086
AVENIDA SANTA RITA DE CASSIA,326,57051600,FAROL,MACEIO,AL,13087
RUA VILA NOVA,432,89138000,VILA NOVA,ASCURRA,SC,13088
RUA FREI HENRIQUE SCHWEEN,241,18022130,VILA SABIA,SOROCABA,SP,13089
RUA PADRE VIEIRA,274,13026026,BOSQUE,CAMPINAS,SP,13090
RUA JAPAO,514,06543125,JARDIM SAO LUIS,SANTANA DE PARNAIBA,SP,13092
RUA ESMERALDA,,60868230,BARROSO,FORTALEZA,CE,13093
RUA HIRAN LEITE DE ABREU,29,08340200,JARDIM VILA CARRAO,SAO PAULO,SP,13095
QUADRA UM FL,28,68506010,NOVA MARABA,MARABA,PA,13096
RUA OLIVEIRA SOBRINHO,1627,60540732,GRANJA PORTUGAL,FORTALEZA,CE,13097
RUA JOAO DE BARRO,637,97060836,COHAB MARINGA,SANTA MARIA,RS,13098
RUA JOSE MANOEL CAMISA NOVA,SN,05822015,PARQUE SANTO ANTONIO,SAO PAULO,SP,13100
AVENIDA SETE DE SETEMBRO,2302,76963837,CENTRO,CACOAL,RO,13102
ACESSO RUA OTAVIO XAVIER RAUEN,93,89380000,CENTRO,MONTE CASTELO,SC,13103
RUA PRESIDENTE MEDICI,9,41310493,AGUAS CLARAS,SALVADOR,BA,13104
AVENIDA RIO BRANCO,45,20040001,CENTRO,RIO DE JANEIRO,RJ,13105
RUA SIR WINSTON CHURCHILL,58,96216200,PARQUE RESIDENCIAL SAO PEDRO,RIO GRANDE,RS,13106
RUA ARTUR LOPES,562,96400470,CENTRO,BAGE,RS,13107
RUA RIO MOSSORO,301,32265220,RIACHO DAS PEDRAS,CONTAGEM,MG,13108
RUA WALTER DE CASTRO,141A,60822070,CIDADE DOS FUNCIONARIOS,FORTALEZA,CE,13109
RUA SANTA MARIA MADALENA,7C,59074540,FELIPE CAMARAO,NATAL,RN,13110
RUA DECIO FONSECA,19,59010370,ROCAS,NATAL,RN,13112
RUA DAS LARANJEIRAS,34,22240000,LARANJEIRAS,RIO DE JANEIRO,RJ,13113
RUA BELEM,195,29119200,ITAPUA,VILA VELHA,ES,13114
RUA PERNANBUCO,340,15812020,CENTRO,CATANDUVA,SP,13115
RUA JOAO BARROCAS,682,13490000,JARDIM PLANALTO,CORDEIROPOLIS,SP,13117
RUA IZIDIO GALDINO DA SILVA,1977,69316516,SENADOR HELIO CAMPOS,BOA VISTA,RR,13119
FAZENDA CARNAUBAL,SN,59173000,,GOIANINHA,RN,13121
RUA ADRIATICO,2,09725670,JARDIM DO MAR,SAO BERNARDO DO CAMPO,SP,13123
RUA TERESA ACKEL,332,07260100,PARQUE SAO MIGUEL JARDIM PRESIDENTE DUTRA,GUARULHOS,SP,13125
RUA JOAO ALVES,30,38770000,BRASILANDIA,JOAO PINHEIRO,MG,13126
RUA PORFIRIO BELMONTE,6167,97870000,SAO JORGE,SANTO ANTONIO DAS MISSOES,RS,13127
TREVO WE,35,67140000,CIDADE NOVA,ANANINDEUA,PA,13129
RUA CLAUDIO TOMASELI,628,89270000,RECANTO FELIZ,GUARAMIRIM,SC,13130
RUA ANTONIO CARLOS,38,34300000,CENTRO,RIO ACIMA,MG,13131
RUA JAIME TORRES,1304,03670000,JARDIM POPULAR,SAO PAULO,SP,13133
RUA CAMARGO FLEURY,510,18076580,VILA FIORI,SOROCABA,SP,13134
PRACA D HELVEC G DE OLIVEIRA,33,36415000,CENTRO,CONGONHAS,MG,13136
RUA SENADOR XAVIER DA SILVA,439,80530060,SAO FRANCISCO,CURITIBA,PR,13138
PRACA TUBAL VILELA,76,38400088,CENTRO,UBERLANDIA,MG,13140
RUA SANTA CATARINA,1235,89211307,FLORESTA,JOINVILLE,SC,13141
QNM 18 CONJUNTO A,,72210180,CEILANDIA,BRASILIA,DF,13143
RUA JULIO DE CASTILHOS,1111,95800000,CENTRO,VENANCIO AIRES,RS,13144
RUA CUPUACU,107,83820250,JARDIM EUCALIPTO,FAZENDA RIO GRANDE,PR,13145
RUA CARLOS SALLES BLOCK,658,13208100,ANHANGABAU,JUNDIAI,SP,13147
RUA PANDIA CALOGERAS,162,91120560,SARANDI,PORTO ALEGRE,RS,13148
RUA DOS EUCALIPTOS,833,27525041,CIDADE ALEGRIA,RESENDE,RJ,13150
RODOVIA BR 282,,89874000,INDUSTRIAL,MARAVILHA,SC,13152
AVENIDA FREDERICO OZANAN,309,17300000,CENTRO,DOIS CORREGOS,SP,13153
RUA MARROCOS,354,83505320,VILA GRAZIELA,ALMIRANTE TAMANDARE,PR,13154
RUA ADOLFO MAIA,SN,58884000,,CATOLE DO ROCHA,PB,13155
RUA CASSEANO SECUNDO,91B,69100078,CENTRO,ITACOATIARA,AM,13157
PRACA DO MERCADO VELHO,SN,47220000,CENTRO,CAMPO ALEGRE DE LOURDES,BA,13158
RUA DA DIVISA,SN,74475810,SETOR PARQUE TREMENDAO,GOIANIA,GO,13159
RUA 24 DE DEZEMBRO,1251,17504010,ALTO CAFEZAL,MARILIA,SP,13161
LOCALIDADE A ESPP CINEMA,SN,72139900,TAGUATINGA,BRASILIA,DF,13163
RUA JOAQUINA ANTUNES,305,39330000,BOTELHO,BRASILIA DE MINAS,MG,13164
AVENIDA DESIDERIO ANTONIO COELHO,853,68905160,TREM,MACAPA,AP,13165
RUA JORNALISTA D ALMEIDA,1083,63660000,CIDADE NOVA,TAUA,CE,13167
RUA DOS CACADORES,2445,89040002,VELHA,BLUMENAU,SC,13169
RUA DOUTOR LEGENDRE,120,95600000,PAROBE,TAQUARA,RS,13171
RUA XV DE NOVEMBRO,526,80020935,CENTRO,CURITIBA,PR,13173
AVENIDA CASTELO BRANCO,176,68925000,AREA COMERCIAL,SANTANA,AP,13175
RUA VERGILIO STERCHILLE,,85700000,CENTRO,BARRACAO,PR,13176
RUA SANTOS,1215,14075060,VILA ELISA,RIBEIRAO PRETO,SP,13177
SITIO AGUA DA BOA VISTA,SN,18900000,SALTO BONITO,SANTA CRUZ DO RIO PARDO,SP,13178
RUA DO ROSARIO,311,13201014,CENTRO,JUNDIAI,SP,13179
RODOVIA BR 222,SN,65930000,POV PEQUIA,ACAILANDIA,MA,13181
AVENIDA NILO COELHO,4115,53300380,JARDIM BRASIL,OLINDA,PE,13183
CALCADAS DAS MARGARIDAS,280,06453000,ALPHAVILLE,BARUERI,SP,13184
AVENIDA PARAISO,853,94495000,VILA PARAISO,VIAMAO,RS,13185
RUA 739,251,60531810,CONJUNTO CEARA I,FORTALEZA,CE,13186
AVENIDA BRASIL,180,35680287,RESIDENCIAL MORRO DO SOL,ITAUNA,MG,13187
AVENIDA TROPICAL,SN,75251722,DISTRITO INDUSTRIAL BRASIL CENTRAL,SENADOR CANEDO,GO,13188
RUA ROMEU SERIGNOLLI,360,17204285,JARDIM SANZOVO,JAU,SP,13190
AVENIDA MANOEL SILVEIRA DE AZEVEDO,2521,95290000,CENTRO,BOM JESUS,RS,13191
RUA ARNALDO GONZAGA,190,39270000,NOVA PIRAPORA,PIRAPORA,MG,13192
ALAMEDA MINISTRO ROCHA AZEVEDO,882,01410002,CERQUEIRA CESAR,SAO PAULO,SP,13193
PRACA ALMIRANTE BARROSO,2,11608557,CENTRO,SAO SEBASTIAO,SP,13194
RUA MANOEL FELIPE,279A,69309170,BURITIS,BOA VISTA,RR,13195
RUA CAIUBI,1329,05010000,PERDIZES,SAO PAULO,SP,13197
RUA GONCALO ROLEMBERG,6,21741080,JARDIM SULACAP,RIO DE JANEIRO,RJ,13198
RUA NASCIMENTO SILVA,82,04330140,VILA CAMPESTRE,SAO PAULO,SP,13200
RUA ALBERTO DE SALVO,311,13084759,BARAO GERALDO,CAMPINAS,SP,13201
RUA CLEMENTE FERREIRA,555,12900050,CENTRO,BRAGANCA PAULISTA,SP,13202
RUA SAO DOMINGOS,54,30421498,JARDIM AMERICA,BELO HORIZONTE,MG,13203
RUA FRANCISCO ANTONIO MEIRA,190,08180270,JARDIM MAIA,SAO PAULO,SP,13204
AVENIDA MEDEIROS NETO VILA DINAMARCA,26,07251040,AGUA CHATA,GUARULHOS,SP,13205
RUA GENERAL DALTRO FILHO,286,92500000,CENTRO,GUAIBA,RS,13207
RUA DO MAR,120,55028310,SANTA ROSA,CARUARU,PE,13209
AVENIDA BRASIL,4532,87013000,ZONA 1,MARINGA,PR,13210
RUA BASILEIA,9,24417320,ENGENHO PEQUENO,SAO GONCALO,RJ,13211
RUA GRANADA CONDOMINIO INTERLAGOS SUL,402,06900000,FAZENDA DA ILHA,EMBU GUACU,SP,13212
AVENIDA ANTONIO CARLOS MAGALHAES,382,45928000,POSTO DA MATA,NOVA VICOSA,BA,13213
RUA FRANCISCO MOTTIN NETO,300,83415180,AGUAS FERVIDAS,COLOMBO,PR,13214
RUA DA IGREJA,,95577000,MORRO DO FORNO,MORRINHOS DO SUL,RS,13215
AVENIDA SENADOR CANEDO,SN,75262355,VILA SAO SEBASTIAO,SENADOR CANEDO,GO,13216
AVENIDA TAPUIA,6448,87504520,ZONA IV,UMUARAMA,PR,13218
RUA TELES PIRES,790A,78500000,CENTRO,COLIDER,MT,13219
RUA ARMENIA,543,06210138,PRESIDENTE ALTINO,OSASCO,SP,13221
AVENIDA INOCENCIO SERAFICO,3333,06380020,VILA SILVA RIBEIRO,CARAPICUIBA,SP,13222
RUA SANTA ETELVINA,20,08430020,GUAIANAZES,SAO PAULO,SP,13224
RUA SENHOR DO BONFIM,796,63050730,JOAO CABRAL,JUAZEIRO DO NORTE,CE,13226
RUA LI RUA PIAUI,390,65820000,CENTRO,TASSO FRAGOSO,MA,13227
RUA CURIO,21,13460000,CONJ HAB 23 MAIO,NOVA ODESSA,SP,13229
RUA JURUABA,185,04185120,VILA LIVIERO,SAO PAULO,SP,13230
ALAMEDA HIGINO PIRES MARTINS,SN,74470538,RESIDENCIAL SOLAR VILLE,GOIANIA,GO,13231
RUA DO CIPRESTE,167,79080540,MARCOS ROBERTO,CAMPO GRANDE,MS,13232
RUA PRINCESA ISABEL,99C,45995043,CENTRO,TEIXEIRA DE FREITAS,BA,13234
RUA ARTUR SOUTO,,24855284,CENTRO MANILHA,ITABORAI,RJ,13236
RUA DOUTOR JOSE AUGUSTO,394,63190000,CENTRO,SANTANA DO CARIRI,CE,13237
RUA JORNALISTA VILMA LESSA,54,50875125,VILA CHICO MENDES AREIAS,RECIFE,PE,15370
RUA LUIZ HASPER,810,85980000,CENTRO,GUAIRA,PR,13238
RUA LAMBARI,109,37470000,SANTA MONICA,SAO LOURENCO,MG,13239
NOSSA SENHORA DAS DORES,538,14150000,CENTRO,SERRANA,SP,13240
RUA AIMBERE,445,05018010,PERDIZES,SAO PAULO,SP,13241
RUA CAPITAO HERMELINDO DE SOUZA ARAUJO,34,13960000,JARDIM ARAUJO,SOCORRO,SP,13242
RUA PRINCIPAL,SN,65150000,BOA VISTA,ROSARIO,MA,15379
RUA DOS ANDRADAS,1001,90020971,CENTRO,PORTO ALEGRE,RS,13244
RUA MARECHAL RONDON,241,48602550,VILA DE FATIMA,PAULO AFONSO,BA,13246
RUA ARACOO,17,02674060,JARDIM SANTA CRUZ ZONA NORTE,SAO PAULO,SP,13247
RUA JACOFER,140,02712070,JARDIM PEREIRA LEITE,SAO PAULO,SP,13248
RUA GOIAS,SN,76710000,SETOR CENTRAL,ARUANA,GO,13250
RUA OTHELO ROSA,327,95012620,CINQUENTENARIO,CAXIAS DO SUL,RS,13252
